policy,nodes,episodes,success_rate,split_vote_rate,best_node_win_rate,average_failover_ms,average_rounds,average_candidates_started
static,200,120,1.0,0.44166666666666665,0.016666666666666666,731.9511245810935,1.4416666666666667,288.3333333333333
dynatune_like,200,120,1.0,0.0,0.25,277.2186060459128,1.0,200.0
learned,200,120,1.0,0.0,0.6833333333333333,321.8351784159701,1.0,167.625
