policy,nodes,episodes,success_rate,split_vote_rate,best_node_win_rate,average_failover_ms,average_rounds,average_candidates_started
static,100,300,1.0,0.4633333333333333,0.013333333333333334,760.911336817909,1.4633333333333334,146.33333333333334
dynatune_like,100,300,1.0,0.0,0.2966666666666667,289.8085541339845,1.0,100.0
learned,100,300,1.0,0.0,0.7166666666666667,334.4060578313951,1.0,84.11666666666666
